rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1479513000001296179,,91877,,1479513000,878095,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.009798049926758,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000001928466,,91878,,1479513000,1508951,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.009519577026367,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000006303936,,91879,,1479513000,5964994,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.009241104125977,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000006794301,,91880,,1479513000,6496906,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.008965492248535,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000011689144,,91881,,1479513000,10932922,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.008694648742676,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000012347353,,91882,,1479513000,11801004,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.0084228515625,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000016348542,,91883,,1479513000,15916109,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.00815486907959,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000019011877,,91884,,1479513000,16638994,"""/imu""",,0,0,37.39723587036133,-122.10223388671875,-8.007892608642578,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000021267681,,91885,,1479513000,20929098,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.007248878479004,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000021722998,,91886,,1479513000,21455049,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.006996154785156,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000026325026,,91887,,1479513000,26021957,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.006750106811523,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000026818876,,91888,,1479513000,26547908,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.006508827209473,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000031220478,,91889,,1479513000,30889034,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.006269454956055,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000031778476,,91890,,1479513000,31483888,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.00603199005127,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000036216148,,91891,,1479513000,35860061,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.005793571472168,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000036817528,,91892,,1479513000,36465883,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.005552291870117,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000041376892,,91893,,1479513000,40895938,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.00492000579834,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000041703278,,91894,,1479513000,41429042,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.004672050476074,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000046506020,,91895,,1479513000,45995950,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.004419326782227,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000047130471,,91896,,1479513000,46751976,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.004162788391113,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000051529171,,91897,,1479513000,50911903,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.003899574279785,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000051998589,,91898,,1479513000,51626920,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.003637313842773,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000056275308,,91899,,1479513000,55887937,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.003374099731445,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000056829423,,91900,,1479513000,56489944,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.00311279296875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000061259199,,91901,,1479513000,60893058,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.002483367919922,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000061770023,,91902,,1479513000,61496019,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.002224922180176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000066384929,,91903,,1479513000,66001892,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.001969337463379,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000066956734,,91904,,1479513000,66632986,"""/imu""",,0,0,37.397239685058594,-122.10223388671875,-8.001714706420898,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000071459204,,91905,,1479513000,70931911,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-8.00201416015625,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000071843905,,91906,,1479513000,71511983,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-8.001771926879883,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000076214396,,91907,,1479513000,75894117,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-8.001532554626465,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000076797520,,91908,,1479513000,76440095,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-8.001297950744629,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000081364962,,91909,,1479513000,80890893,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.999759674072266,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000081896628,,91910,,1479513000,81571102,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.999536991119385,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000086307272,,91911,,1479513000,85964918,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.999320983886719,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000086884108,,91912,,1479513000,86563110,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.999109745025635,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000091323961,,91913,,1479513000,90892076,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.9989013671875,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000091740224,,91914,,1479513000,91451883,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.998695373535156,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000096159967,,91915,,1479513000,95868110,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.998487949371338,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000096765497,,91916,,1479513000,96393108,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.9982757568359375,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000101361840,,91917,,1479513000,100914955,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.998685359954834,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000101881111,,91918,,1479513000,101560115,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.998457431793213,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000106288883,,91919,,1479513000,105947971,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.9982194900512695,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000106816338,,91920,,1479513000,106508016,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.997971057891846,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000111552141,,91921,,1479513000,110949039,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.997705936431885,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000112335730,,91922,,1479513000,111905097,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.997438907623291,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000116596014,,91923,,1479513000,115909099,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.997165203094482,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000117025062,,91924,,1479513000,116683959,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.996886253356934,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000121958374,,91925,,1479513000,121022939,"""/imu""",,0,0,37.397239685058594,-122.10224151611328,-7.993348598480225,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000122490804,,91926,,1479513000,122212886,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.993063449859619,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000126359748,,91927,,1479513000,126009941,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.992779731750488,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000126850029,,91928,,1479513000,126584053,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.992499828338623,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000131214996,,91929,,1479513000,130892038,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.992232799530029,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000131760470,,91930,,1479513000,131416082,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.991962909698486,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000136201778,,91931,,1479513000,135860919,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.991699695587158,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000136826943,,91932,,1479513000,136403083,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.991442680358887,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000141145712,,91933,,1479513000,140856027,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.985974311828613,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000141706964,,91934,,1479513000,141355037,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.985726356506348,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000146425663,,91935,,1479513000,146002054,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.985485076904297,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000147005157,,91936,,1479513000,146646976,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.985248565673828,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000151392264,,91937,,1479513000,150929927,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.985010623931885,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000152115336,,91938,,1479513000,151715040,"""/imu""",,0,0,37.39724349975586,-122.10224151611328,-7.984781265258789,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000156239157,,91939,,1479513000,155864000,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.984552383422852,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000156750500,,91940,,1479513000,156459093,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.9843220710754395,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000161480123,,91941,,1479513000,160862922,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.983795642852783,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000162107338,,91942,,1479513000,161570072,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.983557224273682,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000166458741,,91943,,1479513000,166004896,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.983312129974365,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000167349283,,91944,,1479513000,166794061,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.983059406280518,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000171239640,,91945,,1479513000,170902013,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.982790946960449,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000171744929,,91946,,1479513000,171439886,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.98252010345459,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000176271500,,91947,,1479513000,175874948,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.982239723205566,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000176953137,,91948,,1479513000,176481008,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.981949329376221,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000181476716,,91949,,1479513000,180962085,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.982367515563965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000182122681,,91950,,1479513000,181730031,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.982060432434082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000186330416,,91951,,1479513000,185951948,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.981747627258301,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000187064141,,91952,,1479513000,186573028,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.981431007385254,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000191285926,,91953,,1479513000,190895080,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.9811224937438965,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000191762216,,91954,,1479513000,191466093,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.980807304382324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000196212793,,91955,,1479513000,195875883,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.980496406555176,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000196796440,,91956,,1479513000,196464061,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.980192184448242,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000201369098,,91957,,1479513000,200927972,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.977633476257324,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000201917101,,91958,,1479513000,201596021,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.977344036102295,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000206423493,,91959,,1479513000,205949068,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.977061748504639,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000206786428,,91960,,1479513000,206500053,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.976784706115723,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000211693458,,91961,,1479513000,210963964,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.976505279541016,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000212210637,,91962,,1479513000,211836099,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.976232051849365,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000216269668,,91963,,1479513000,215873956,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.975956916809082,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000217025766,,91964,,1479513000,216660976,"""/imu""",,0,0,37.39724349975586,-122.10224914550781,-7.975678443908691,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000221293953,,91965,,1479513000,220911979,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.974123001098633,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000221827946,,91966,,1479513000,221523046,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.9738359451293945,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000226675715,,91967,,1479513000,226038932,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.973543167114258,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000226989228,,91968,,1479513000,226563930,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.973245620727539,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000231436816,,91969,,1479513000,230937004,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.972943305969238,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000232363105,,91970,,1479513000,231719017,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.972637176513672,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000236246180,,91971,,1479513000,235879898,"""/imu""",,0,0,37.397247314453125,-122.10224914550781,-7.972328186035156,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000236772518,,91972,,1479513000,236469984,"""/imu""",,0,0,37.397247314453125,-122.10225677490234,-7.972015857696533,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000241306222,,91973,,1479513000,240935087,"""/imu""",,0,0,37.397247314453125,-122.10225677490234,-7.969429969787598,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000242016206,,91974,,1479513000,241585969,"""/imu""",,0,0,37.397247314453125,-122.10225677490234,-7.969111442565918,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
1479513000246803614,,91975,,1479513000,245981931,"""/imu""",,0,0,37.397247314453125,-122.10225677490234,-7.968789577484131,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0
