rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,name,- wheel_fl,- wheel_fr,- wheel_rl,- wheel_rr,- steer_fl,- steer_fr,position,velocity,effort
1479513000010836180,,54228,,1479513000,10741576,'',,"[0.23987440029988694, 1.1731436965139275, 2.8456406649610426, 0.8797513985526113, 0.0038220045640395195, 0.0038138197439457795]","[27.75, 27.850000381469727, 27.649999618530273, 27.790000915527344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000015860556,,54229,,1479513000,15554312,'',,"[0.37342782429988697, 1.3071783959498406, 2.9787128135251297, 1.0134973363988027, 0.003603383243216202, 0.003596107102650337]","[27.75, 27.850000381469727, 27.649999618530273, 27.790000915527344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000018511871,,54230,,1479513000,18418141,'',,"[0.4528704401044085, 1.3868501178558694, 3.0580122400645795, 1.092854035366889, 0.003603383243216202, 0.003596107102650337]","[27.739999771118164, 27.81999969482422, 27.690000534057617, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000030644201,,54231,,1479513000,30568514,'',,"[0.7901647973654082, 1.725238010540869, 3.39397004887958, 1.429419376736888, 0.003603383243216202, 0.003596107102650337]","[27.760000228881836, 27.850000381469727, 27.649999618530273, 27.700000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000035667427,,54232,,1479513000,35602530,'',,"[0.9299090826776031, 1.8654353580611935, 3.5331605893592553, 1.5688616237775372, 0.0034940827522149808, 0.0034872409068090185]","[27.760000228881836, 27.850000381469727, 27.649999618530273, 27.700000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000038485794,,54233,,1479513000,38423196,'',,"[1.008182564177603, 1.9437934614779913, 3.611010972035254, 1.6471915198887357, 0.0034940827522149808, 0.0034872409068090185]","[27.75, 27.780000686645508, 27.600000381469727, 27.770000457763672, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000050802604,,54234,,1479513000,50738477,'',,"[1.349931611927603, 2.2857888204854797, 3.951651642616091, 1.9888174120099915, 0.0034940827522149808, 0.0034872409068090185]","[27.75, 27.770000457763672, 27.65999984741211, 27.739999771118164, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000055741038,,54235,,1479513000,55670943,'',,"[1.4868075434276031, 2.4227634035633834, 4.088083651423457, 2.1256440177210396, 0.0031662212496753953, 0.0031606021139687682]","[27.75, 27.770000457763672, 27.65999984741211, 27.739999771118164, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000058487474,,54236,,1479513000,58413370,'',,"[1.562909892677603, 2.4988657528133835, 4.163692362976534, 2.2016092477133453, 0.0031662212496753953, 0.0031606021139687682]","[27.75, 27.75, 27.56999969482422, 27.700000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000070902862,,54237,,1479513000,70836586,'',,"[1.9075299016741547, 2.843485761809935, 4.506945810630556, 2.5459807867029998, 0.0031662212496753953, 0.0031606021139687682]","[27.739999771118164, 27.739999771118164, 27.6299991607666, 27.719999313354492, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000075846315,,54238,,1479513000,75722988,'',,"[2.043078692035746, 2.9790345521715262, 4.641957093789725, 2.681431846787774, 0.002947680567200102, 0.0029428097566980495]","[27.739999771118164, 27.739999771118164, 27.6299991607666, 27.719999313354492, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000078597941,,54239,,1479513000,78497470,'',,"[2.1200983129907747, 3.0560819185815835, 4.718588288958163, 2.7583959768327455, 0.002947680567200102, 0.0029428097566980495]","[27.760000228881836, 27.770000457763672, 27.6200008392334, 27.739999771118164, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000090855867,,54240,,1479513000,90756071,'',,"[2.4601519019250038, 3.3969936058447843, 5.057048270050219, 3.0988173322142876, 0.002947680567200102, 0.0029428097566980495]","[27.739999771118164, 27.809999465942383, 27.610000610351562, 27.770000457763672, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000095773575,,54241,,1479513000,95709651,'',,"[2.5975642099912193, 3.534752662999287, 5.193816616873644, 3.2363782510818564, 0.0027291664434930035, 0.0027249905075913336]","[27.739999771118164, 27.809999465942383, 27.610000610351562, 27.770000457763672, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000098494248,,54242,,1479513000,98414735,'',,"[2.672522085154641, 3.6098728469175763, 5.268449884846407, 3.3114984350001455, 0.0027291664434930035, 0.0027249905075913336]","[27.709999084472656, 27.770000457763672, 27.59000015258789, 27.770000457763672, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000110617261,,54243,,1479513000,110500759,'',,"[3.007184096169274, 3.9456226019363903, 5.602265877869402, 3.647006464006417, 0.0027291664434930035, 0.0027249905075913336]","[27.690000534057617, 27.780000686645508, 27.6200008392334, 27.760000228881836, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000115844157,,54244,,1479513000,115732036,'',,"[3.1520381590930775, 4.090947480588423, 5.746753752999664, 3.7922267147237614, 0.0024014458320410167, 0.0023982119854460775]","[27.690000534057617, 27.780000686645508, 27.6200008392334, 27.760000228881836, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000118490566,,54245,,1479513000,118383067,'',,"[3.2254982256759863, 4.164566612671969, 5.819948720527726, 3.865845846807307, 0.0024014458320410167, 0.0023982119854460775]","[27.709999084472656, 27.770000457763672, 27.610000610351562, 27.770000457763672, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000130635366,,54246,,1479513000,130533699,'',,"[3.562070741346183, 4.501989668874087, 6.154941641059647, 4.203390412110484, 0.0024014458320410167, 0.0023982119854460775]","[27.700000762939453, 27.770000457763672, 27.56999969482422, 27.780000686645508, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000135904468,,54247,,1479513000,135842750,'',,"[3.7091314580966674, 4.649422017574378, 0.018126868329867207, 4.35087585253592, 0.00207378524203175, 0.0020713732192880587]","[27.700000762939453, 27.770000457763672, 27.56999969482422, 27.780000686645508, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000138524484,,54248,,1479513000,138459177,'',,"[3.781632647871257, 4.722184851047055, 0.09039258426566013, 4.42337704231051, 0.00207378524203175, 0.0020713732192880587]","[27.709999084472656, 27.809999465942383, 27.6200008392334, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000150627734,,54249,,1479513000,150506740,'',,"[4.115591085958852, 5.057107093255494, 0.42242341411156736, 4.758058350722915, 0.00207378524203175, 0.0020713732192880587]","[27.719999313354492, 27.799999237060547, 27.559999465942383, 27.780000686645508, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000155966362,,54250,,1479513000,155888251,'',,"[4.264766567183662, 5.206713094949727, 0.5707378543975304, 4.907556729998105, 0.0019645785101348543, 0.0019624137026409546]","[27.719999313354492, 27.799999237060547, 27.559999465942383, 27.780000686645508, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000158463683,,54251,,1479513000,158396199,'',,"[4.334261803967567, 5.276358812057774, 0.6399823002082604, 4.97705196678201, 0.0019645785101348543, 0.0019624137026409546]","[27.709999084472656, 27.770000457763672, 27.610000610351562, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000170869548,,54252,,1479513000,170772112,'',,"[4.6773221038297015, 5.619914159770396, 0.9820525279746026, 5.319988504681524, 0.0019645785101348543, 0.0019624137026409546]","[27.719999313354492, 27.760000228881836, 27.639999389648438, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000175988380,,54253,,1479513000,175892918,'',,"[4.819270842633523, 5.762067735502455, 1.1235916026891106, 5.461886034253285, 0.0017461848902131957, 0.0017444744248834132]","[27.719999313354492, 27.760000228881836, 27.639999389648438, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000178751445,,54254,,1479513000,178629764,'',,"[4.895108842787866, 5.837987842916041, 1.199292762631501, 5.537669301454919, 0.0017461848902131957, 0.0017444744248834132]","[27.709999084472656, 27.739999771118164, 27.65999984741211, 27.690000534057617, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000190844722,,54255,,1479513000,190772367,'',,"[5.23158036080098, 6.1745807897383775, 1.5355214461863507, 5.873897985009768, 0.0017461848902131957, 0.0017444744248834132]","[27.709999084472656, 27.719999313354492, 27.690000534057617, 27.690000534057617, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000196048746,,54256,,1479513000,195970506,'',,"[5.3756207877319415, 0.035487892069512306, 1.6794579178724565, 6.017834456695874, 0.001636998234042243, 0.0016354948951253937]","[27.709999084472656, 27.719999313354492, 27.690000534057617, 27.690000534057617, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000198443083,,54257,,1479513000,198360716,'',,"[5.441829606555527, 0.10188792751073927, 1.7455711261077393, 6.084162784195874, 0.001636998234042243, 0.0016354948951253937]","[27.700000762939453, 27.780000686645508, 27.65999984741211, 27.75, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000210668739,,54258,,1479513000,210550651,'',,"[5.780222204945582, 0.4397929173405752, 2.082744726347703, 0.138760564706069, 0.001636998234042243, 0.0016354948951253937]","[27.760000228881836, 27.719999313354492, 27.65999984741211, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000216048945,,54259,,1479513000,215946280,'',,"[5.930004867220543, 0.5893597495156908, 2.231987823664395, 0.2882734393562232, 0.0015278181520400908, 0.0015265085767840177]","[27.760000228881836, 27.719999313354492, 27.65999984741211, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000218478681,,54260,,1479513000,218410510,'',,"[5.99794368756852, 0.6576435605596209, 2.300222353680436, 0.35655725040015324, 0.0015278181520400908, 0.0015265085767840177]","[27.56999969482422, 27.709999084472656, 27.690000534057617, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000230911386,,54261,,1479513000,230802551,'',,"[0.057398309311745166, 1.0009031057139979, 2.6428622826032475, 0.6999406951649009, 0.0015278181520400908, 0.0015265085767840177]","[27.649999618530273, 27.700000762939453, 27.649999618530273, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000236204840,,54262,,1479513000,236125352,'',,"[0.20457375493125773, 1.1483446974749727, 2.79003772822276, 0.847435506001731, 0.001418644876633964, 0.0014175157018658931]","[27.649999618530273, 27.700000762939453, 27.649999618530273, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000238474953,,54263,,1479513000,238411040,'',,"[0.2678187420656419, 1.2117496820718203, 2.8531912857445345, 0.9106804931361152, 0.001418644876633964, 0.0014175157018658931]","[27.670000076293945, 27.739999771118164, 27.6299991607666, 27.670000076293945, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000250939272,,54264,,1479513000,250789778,'',,"[0.6107097941098695, 1.554640734116048, 3.194349298413575, 1.253695311783042, 0.001418644876633964, 0.0014175157018658931]","[27.700000762939453, 27.700000762939453, 27.559999465942383, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000256138013,,54265,,1479513000,256063711,'',,"[0.756797742233561, 1.7007286822397396, 3.339698889076991, 1.3998359903846123, 0.001418644876633964, 0.0014175157018658931]","[27.700000762939453, 27.700000762939453, 27.559999465942383, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000258497669,,54266,,1479513000,258432289,'',,"[0.8224310364450631, 1.7663146083246968, 3.405142697229201, 1.4652087440881532, 0.001418644876633964, 0.0014175157018658931]","[27.709999084472656, 27.690000534057617, 27.6299991607666, 27.600000381469727, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000270998462,,54267,,1479513000,270906602,'',,"[1.1682189842396322, 2.112102556119266, 3.7495584867729175, 1.8101234937795805, 0.001418644876633964, 0.0014175157018658931]","[27.719999313354492, 27.719999313354492, 27.610000610351562, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000276251454,,54268,,1479513000,276145913,'',,"[1.3134526815620828, 2.2573362534417165, 3.894215866680739, 1.954990440930942, 0.001418644876633964, 0.0014175157018658931]","[27.719999313354492, 27.719999313354492, 27.610000610351562, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000278659936,,54269,,1479513000,278501444,'',,"[1.378747999264668, 2.3224666846931528, 3.95913429978275, 2.020262202784389, 0.001418644876633964, 0.0014175157018658931]","[27.719999313354492, 27.649999618530273, 27.559999465942383, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000290853226,,54270,,1479513000,290788688,'',,"[1.7187360416821105, 2.662823352867576, 4.297893613112981, 2.360741722775081, 0.001418644876633964, 0.0014175157018658931]","[27.670000076293945, 27.700000762939453, 27.56999969482422, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000296201912,,54271,,1479513000,296124634,'',,"[1.866381667909211, 2.8106290611385796, 4.445005642704579, 2.5086007815498768, 0.001418644876633964, 0.0014175157018658931]","[27.670000076293945, 27.700000762939453, 27.56999969482422, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000298503057,,54272,,1479513000,298413205,'',,"[1.9297979682239617, 2.873908048415559, 4.508147316943788, 2.5718797688268564, 0.001418644876633964, 0.0014175157018658931]","[27.709999084472656, 27.649999618530273, 27.59000015258789, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000310657797,,54273,,1479513000,310549439,'',,"[2.2658502941654097, 3.2095962790037165, 4.8432287450911575, 2.9076893645327777, 0.001418644876633964, 0.0014175157018658931]","[27.690000534057617, 27.65999984741211, 27.610000610351562, 27.670000076293945, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000316166341,,54274,,1479513000,316079762,'',,"[2.418984940988921, 3.3625650123398563, 4.995920966496599, 3.060713402364708, 0.001418644876633964, 0.0014175157018658931]","[27.690000534057617, 27.65999984741211, 27.610000610351562, 27.670000076293945, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000318513188,,54275,,1479513000,318419597,'',,"[2.4837281756174363, 3.427401838047673, 5.060360024538782, 3.125386440336586, 0.001418644876633964, 0.0014175157018658931]","[27.670000076293945, 27.709999084472656, 27.540000915527344, 27.639999389648438, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000330669879,,54276,,1479513000,330582879,'',,"[2.8205294606933298, 3.7634733094998407, 5.395580069962889, 3.4618228186006164, 0.001418644876633964, 0.0014175157018658931]","[27.690000534057617, 27.6299991607666, 27.559999465942383, 27.65999984741211, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000336238612,,54277,,1479513000,336153864,'',,"[2.974790038318557, 3.917399620374484, 5.549116413587662, 3.6159162628505515, 0.0013094781741899834, 0.0013085160371156378]","[27.690000534057617, 27.6299991607666, 27.559999465942383, 27.65999984741211, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000338499116,,54278,,1479513000,338433466,'',,"[3.0378666258324767, 3.9804762078884037, 5.611851061671181, 3.679198014892311, 0.0013094781741899834, 0.0013085160371156378]","[27.670000076293945, 27.670000076293945, 27.520000457763672, 27.760000228881836, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000350879955,,54279,,1479513000,350774761,'',,"[3.378733204089704, 4.321219370370932, 5.951236674171181, 4.0205582327091784, 0.0013094781741899834, 0.0013085160371156378]","[27.6200008392334, 27.610000610351562, 27.5, 27.65999984741211, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000356272871,,54280,,1479513000,356185039,'',,"[3.5281650869901897, 4.470597149253104, 6.100019319171181, 4.170206521363635, 0.0013094781741899834, 0.0013085160371156378]","[27.6200008392334, 27.610000610351562, 27.5, 27.65999984741211, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000358480872,,54281,,1479513000,358409535,'',,"[3.5896279096033186, 4.531926503294241, 6.161215204640327, 4.2316471027505065, 0.0013094781741899834, 0.0013085160371156378]","[27.6299991607666, 27.56999969482422, 27.510000228881836, 27.6200008392334, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000371020836,,54282,,1479513000,370893388,'',,"[3.9341822571655305, 4.8769801925947025, 0.22208487947364386, 4.57744984037493, 0.0013094781741899834, 0.0013085160371156378]","[27.600000381469727, 27.639999389648438, 27.559999465942383, 27.700000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000376482286,,54283,,1479513000,376354754,'',,"[4.0849159608488765, 5.027932345501349, 0.37260012351695976, 4.728729682741622, 0.0013094781741899834, 0.0013085160371156378]","[27.600000381469727, 27.639999389648438, 27.559999465942383, 27.700000762939453, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000378607742,,54284,,1479513000,378497901,'',,"[4.1441525426208035, 5.087168927273276, 0.4314723701353775, 4.788116284149512, 0.0013094781741899834, 0.0013085160371156378]","[27.639999389648438, 27.639999389648438, 27.469999313354492, 27.709999084472656, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000390936743,,54285,,1479513000,390825903,'',,"[4.484528685365219, 5.428777851406653, 0.7713553815131698, 5.127876012685649, 0.0013094781741899834, 0.0013085160371156378]","[27.610000610351562, 27.709999084472656, 27.56999969482422, 27.559999465942383, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000396469466,,54286,,1479513000,396382937,'',,"[4.637958397496964, 5.582763258459036, 0.9245628071972977, 5.2810278667578725, 0.0013094781741899834, 0.0013085160371156378]","[27.610000610351562, 27.709999084472656, 27.56999969482422, 27.559999465942383, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000398498857,,54287,,1479513000,398412884,'',,"[4.694025535340563, 5.638992791907763, 0.9806502411036984, 5.337074704666854, 0.0013094781741899834, 0.0013085160371156378]","[27.6200008392334, 27.700000762939453, 27.6299991607666, 27.610000610351562, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000412108267,,54288,,1479513000,410509461,'',,"[5.028012033693727, 5.973705078420659, 1.3137899827584454, 5.6714240855636895, 0.0013094781741899834, 0.0013085160371156378]","[27.610000610351562, 27.670000076293945, 27.540000915527344, 27.639999389648438, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000416324915,,54289,,1479513000,416228387,'',,"[5.185911584044283, 6.131947761276979, 1.4712892100342785, 5.829495196713134, 0.0013094781741899834, 0.0013085160371156378]","[27.610000610351562, 27.670000076293945, 27.540000915527344, 27.639999389648438, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000418490756,,54290,,1479513000,418428156,'',,"[5.24653721650948, 6.192815369674808, 1.5320028352734238, 5.890230820145767, 0.0013094781741899834, 0.0013085160371156378]","[27.559999465942383, 27.670000076293945, 27.600000381469727, 27.610000610351562, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000430589808,,54291,,1479513000,430502470,'',,"[5.579667541611874, 0.24348483998923598, 1.8652539062794091, 6.224085597639782, 0.0013094781741899834, 0.0013085160371156378]","[27.59000015258789, 27.649999618530273, 27.600000381469727, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000436479230,,54292,,1479513000,436409926,'',,"[5.7426542535532805, 0.40682599613572035, 2.0282996941329245, 0.10424144660667967, 0.0013094781741899834, 0.0013085160371156378]","[27.59000015258789, 27.649999618530273, 27.600000381469727, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000438497630,,54293,,1479513000,438430120,'',,"[5.7984116087239235, 0.4627045618674632, 2.084097454108339, 0.16003920658209395, 0.0013094781741899834, 0.0013085160371156378]","[27.600000381469727, 27.65999984741211, 27.6200008392334, 27.6200008392334, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000450846630,,54294,,1479513000,450743233,'',,"[6.1381303982727555, 0.8034083995168793, 2.4232005974013306, 0.5000042640274217, 0.0013094781741899834, 0.0013085160371156378]","[27.59000015258789, 27.670000076293945, 27.540000915527344, 27.610000610351562, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000456403357,,54295,,1479513000,456313776,'',,"[0.008636373313167134, 0.9575453247518779, 2.576613356721315, 0.6538069596574113, 0.0013094781741899834, 0.0013085160371156378]","[27.59000015258789, 27.670000076293945, 27.540000915527344, 27.610000610351562, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000458492999,,54296,,1479513000,458421658,'',,"[0.0668349966197162, 1.0158493405502407, 2.6347698214229527, 0.7120266622664163, 0.0013094781741899834, 0.0013085160371156378]","[27.610000610351562, 27.65999984741211, 27.59000015258789, 27.6200008392334, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000470904106,,54297,,1479513000,470823452,'',,"[0.40962057521026185, 1.3587589399193316, 2.9754470940873166, 1.0538200982831438, 0.0013094781741899834, 0.0013085160371156378]","[27.639999389648438, 27.649999618530273, 27.469999313354492, 27.559999465942383, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000476502985,,54298,,1479513000,476411502,'',,"[0.5640742737995869, 1.5132685202876597, 3.128950823750307, 1.2078267532988032, 0.0013094781741899834, 0.0013085160371156378]","[27.639999389648438, 27.649999618530273, 27.469999313354492, 27.559999465942383, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000478876867,,54299,,1479513000,478769061,'',,"[0.6291900553581291, 1.5784550257383223, 3.193925148531235, 1.2730132587494658, 0.0013094781741899834, 0.0013085160371156378]","[27.6200008392334, 27.649999618530273, 27.559999465942383, 27.649999618530273, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000490844656,,54300,,1479513000,490771960,'',,"[0.9610702081293865, 1.9098550744543106, 3.523764807556744, 1.6035731081984481, 0.0013094781741899834, 0.0013085160371156378]","[27.649999618530273, 27.610000610351562, 27.479999542236328, 27.540000915527344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1479513000496466305,,54301,,1479513000,496378657,'',,"[1.1160953780406013, 2.064655982046367, 3.677836838550202, 1.7579815487115327, 0.0013094781741899834, 0.0013085160371156378]","[27.649999618530273, 27.610000610351562, 27.479999542236328, 27.540000915527344, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
